Kod;Nazwa;Rok;Wartosc;Jednostka_miary
0;POLSKA;2004;19.00;%
0;POLSKA;2005;17.60;%
0;POLSKA;2006;14.80;%
0;POLSKA;2007;11.20;%
0;POLSKA;2008;9.50;%
0;POLSKA;2009;12.10;%
0;POLSKA;2010;12.40;%
0;POLSKA;2011;12.50;%
0;POLSKA;2012;13.40;%
0;POLSKA;2013;13.40;%
0;POLSKA;2014;11.40;%
0;POLSKA;2015;9.70;%
0;POLSKA;2016;8.20;%
0;POLSKA;2017;6.60;%
0;POLSKA;2018;5.80;%
0;POLSKA;2019;5.20;%
0;POLSKA;2020;6.30;%
0;POLSKA;2021;5.80;%
0;POLSKA;2022;5.20;%
0;POLSKA;2023;5.10;%
0;POLSKA;2024;5.10;%
200000;DOLNOŚLĄSKIE;2004;22.40;%
200000;DOLNOŚLĄSKIE;2005;20.60;%
200000;DOLNOŚLĄSKIE;2006;16.60;%
200000;DOLNOŚLĄSKIE;2007;11.40;%
200000;DOLNOŚLĄSKIE;2008;10.00;%
200000;DOLNOŚLĄSKIE;2009;12.80;%
200000;DOLNOŚLĄSKIE;2010;13.10;%
200000;DOLNOŚLĄSKIE;2011;12.40;%
200000;DOLNOŚLĄSKIE;2012;13.50;%
200000;DOLNOŚLĄSKIE;2013;13.10;%
200000;DOLNOŚLĄSKIE;2014;10.40;%
200000;DOLNOŚLĄSKIE;2015;8.50;%
200000;DOLNOŚLĄSKIE;2016;7.20;%
200000;DOLNOŚLĄSKIE;2017;5.70;%
200000;DOLNOŚLĄSKIE;2018;5.20;%
200000;DOLNOŚLĄSKIE;2019;4.60;%
200000;DOLNOŚLĄSKIE;2020;5.60;%
200000;DOLNOŚLĄSKIE;2021;4.90;%
200000;DOLNOŚLĄSKIE;2022;4.50;%
200000;DOLNOŚLĄSKIE;2023;4.40;%
200000;DOLNOŚLĄSKIE;2024;4.60;%
201000;Powiat bolesławiecki;2004;25.30;%
201000;Powiat bolesławiecki;2005;22.40;%
201000;Powiat bolesławiecki;2006;17.70;%
201000;Powiat bolesławiecki;2007;13.40;%
201000;Powiat bolesławiecki;2008;11.30;%
201000;Powiat bolesławiecki;2009;15.80;%
201000;Powiat bolesławiecki;2010;14.90;%
201000;Powiat bolesławiecki;2011;12.20;%
201000;Powiat bolesławiecki;2012;13.90;%
201000;Powiat bolesławiecki;2013;12.60;%
201000;Powiat bolesławiecki;2014;8.90;%
201000;Powiat bolesławiecki;2015;7.60;%
201000;Powiat bolesławiecki;2016;5.70;%
201000;Powiat bolesławiecki;2017;4.20;%
201000;Powiat bolesławiecki;2018;3.80;%
201000;Powiat bolesławiecki;2019;3.80;%
201000;Powiat bolesławiecki;2020;5.60;%
201000;Powiat bolesławiecki;2021;5.10;%
201000;Powiat bolesławiecki;2022;3.10;%
201000;Powiat bolesławiecki;2023;2.80;%
201000;Powiat bolesławiecki;2024;3.10;%
202000;Powiat dzierżoniowski;2004;31.70;%
202000;Powiat dzierżoniowski;2005;33.10;%
202000;Powiat dzierżoniowski;2006;29.50;%
202000;Powiat dzierżoniowski;2007;23.70;%
202000;Powiat dzierżoniowski;2008;21.10;%
202000;Powiat dzierżoniowski;2009;24.50;%
202000;Powiat dzierżoniowski;2010;22.30;%
202000;Powiat dzierżoniowski;2011;19.30;%
202000;Powiat dzierżoniowski;2012;20.50;%
202000;Powiat dzierżoniowski;2013;20.20;%
202000;Powiat dzierżoniowski;2014;15.80;%
202000;Powiat dzierżoniowski;2015;11.90;%
202000;Powiat dzierżoniowski;2016;10.00;%
202000;Powiat dzierżoniowski;2017;7.40;%
202000;Powiat dzierżoniowski;2018;6.10;%
202000;Powiat dzierżoniowski;2019;5.20;%
202000;Powiat dzierżoniowski;2020;6.80;%
202000;Powiat dzierżoniowski;2021;5.50;%
202000;Powiat dzierżoniowski;2022;5.20;%
202000;Powiat dzierżoniowski;2023;5.60;%
202000;Powiat dzierżoniowski;2024;6.10;%
203000;Powiat głogowski;2004;23.70;%
203000;Powiat głogowski;2005;22.00;%
203000;Powiat głogowski;2006;18.00;%
203000;Powiat głogowski;2007;12.90;%
203000;Powiat głogowski;2008;11.10;%
203000;Powiat głogowski;2009;14.40;%
203000;Powiat głogowski;2010;14.60;%
203000;Powiat głogowski;2011;14.30;%
203000;Powiat głogowski;2012;15.70;%
203000;Powiat głogowski;2013;14.90;%
203000;Powiat głogowski;2014;13.60;%
203000;Powiat głogowski;2015;12.50;%
203000;Powiat głogowski;2016;10.50;%
203000;Powiat głogowski;2017;9.10;%
203000;Powiat głogowski;2018;8.90;%
203000;Powiat głogowski;2019;7.10;%
203000;Powiat głogowski;2020;7.80;%
203000;Powiat głogowski;2021;7.70;%
203000;Powiat głogowski;2022;6.40;%
203000;Powiat głogowski;2023;6.50;%
203000;Powiat głogowski;2024;6.60;%
204000;Powiat górowski;2004;32.70;%
204000;Powiat górowski;2005;31.60;%
204000;Powiat górowski;2006;28.20;%
204000;Powiat górowski;2007;21.40;%
204000;Powiat górowski;2008;18.80;%
204000;Powiat górowski;2009;24.90;%
204000;Powiat górowski;2010;26.60;%
204000;Powiat górowski;2011;26.40;%
204000;Powiat górowski;2012;27.90;%
204000;Powiat górowski;2013;28.30;%
204000;Powiat górowski;2014;23.40;%
204000;Powiat górowski;2015;22.20;%
204000;Powiat górowski;2016;18.50;%
204000;Powiat górowski;2017;16.50;%
204000;Powiat górowski;2018;15.30;%
204000;Powiat górowski;2019;14.20;%
204000;Powiat górowski;2020;15.70;%
204000;Powiat górowski;2021;18.30;%
204000;Powiat górowski;2022;13.80;%
204000;Powiat górowski;2023;14.20;%
204000;Powiat górowski;2024;14.30;%
205000;Powiat jaworski;2004;30.70;%
205000;Powiat jaworski;2005;29.10;%
205000;Powiat jaworski;2006;24.00;%
205000;Powiat jaworski;2007;18.80;%
205000;Powiat jaworski;2008;16.30;%
205000;Powiat jaworski;2009;21.40;%
205000;Powiat jaworski;2010;23.60;%
205000;Powiat jaworski;2011;23.70;%
205000;Powiat jaworski;2012;25.00;%
205000;Powiat jaworski;2013;24.30;%
205000;Powiat jaworski;2014;18.60;%
205000;Powiat jaworski;2015;17.30;%
205000;Powiat jaworski;2016;15.80;%
205000;Powiat jaworski;2017;13.50;%
205000;Powiat jaworski;2018;12.40;%
205000;Powiat jaworski;2019;10.60;%
205000;Powiat jaworski;2020;11.30;%
205000;Powiat jaworski;2021;10.80;%
205000;Powiat jaworski;2022;10.20;%
205000;Powiat jaworski;2023;9.70;%
205000;Powiat jaworski;2024;9.80;%
206000;Powiat karkonoski;2004;27.10;%
206000;Powiat karkonoski;2005;25.10;%
206000;Powiat karkonoski;2006;21.90;%
206000;Powiat karkonoski;2007;14.80;%
206000;Powiat karkonoski;2008;13.90;%
206000;Powiat karkonoski;2009;19.50;%
206000;Powiat karkonoski;2010;22.90;%
206000;Powiat karkonoski;2011;21.00;%
206000;Powiat karkonoski;2012;20.80;%
206000;Powiat karkonoski;2013;19.80;%
206000;Powiat karkonoski;2014;15.70;%
206000;Powiat karkonoski;2015;12.90;%
206000;Powiat karkonoski;2016;11.40;%
206000;Powiat karkonoski;2017;9.20;%
206000;Powiat karkonoski;2018;8.90;%
206000;Powiat karkonoski;2019;8.20;%
206000;Powiat karkonoski;2020;10.10;%
206000;Powiat karkonoski;2021;10.50;%
206000;Powiat karkonoski;2022;8.50;%
206000;Powiat karkonoski;2023;8.50;%
206000;Powiat karkonoski;2024;8.50;%
207000;Powiat kamiennogórski;2004;29.30;%
207000;Powiat kamiennogórski;2005;27.00;%
207000;Powiat kamiennogórski;2006;23.20;%
207000;Powiat kamiennogórski;2007;15.40;%
207000;Powiat kamiennogórski;2008;16.60;%
207000;Powiat kamiennogórski;2009;23.20;%
207000;Powiat kamiennogórski;2010;22.10;%
207000;Powiat kamiennogórski;2011;21.20;%
207000;Powiat kamiennogórski;2012;22.80;%
207000;Powiat kamiennogórski;2013;20.50;%
207000;Powiat kamiennogórski;2014;15.60;%
207000;Powiat kamiennogórski;2015;11.60;%
207000;Powiat kamiennogórski;2016;10.30;%
207000;Powiat kamiennogórski;2017;7.50;%
207000;Powiat kamiennogórski;2018;6.20;%
207000;Powiat kamiennogórski;2019;5.80;%
207000;Powiat kamiennogórski;2020;8.00;%
207000;Powiat kamiennogórski;2021;6.60;%
207000;Powiat kamiennogórski;2022;6.10;%
207000;Powiat kamiennogórski;2023;6.10;%
207000;Powiat kamiennogórski;2024;7.40;%
208000;Powiat kłodzki;2004;32.90;%
208000;Powiat kłodzki;2005;32.20;%
208000;Powiat kłodzki;2006;27.50;%
208000;Powiat kłodzki;2007;23.10;%
208000;Powiat kłodzki;2008;21.60;%
208000;Powiat kłodzki;2009;24.40;%
208000;Powiat kłodzki;2010;24.70;%
208000;Powiat kłodzki;2011;24.90;%
208000;Powiat kłodzki;2012;27.10;%
208000;Powiat kłodzki;2013;27.10;%
208000;Powiat kłodzki;2014;23.60;%
208000;Powiat kłodzki;2015;19.90;%
208000;Powiat kłodzki;2016;16.00;%
208000;Powiat kłodzki;2017;12.50;%
208000;Powiat kłodzki;2018;11.80;%
208000;Powiat kłodzki;2019;11.10;%
208000;Powiat kłodzki;2020;12.60;%
208000;Powiat kłodzki;2021;12.50;%
208000;Powiat kłodzki;2022;11.80;%
208000;Powiat kłodzki;2023;11.70;%
208000;Powiat kłodzki;2024;12.70;%
209000;Powiat legnicki;2004;30.50;%
209000;Powiat legnicki;2005;29.10;%
209000;Powiat legnicki;2006;23.30;%
209000;Powiat legnicki;2007;16.70;%
209000;Powiat legnicki;2008;13.90;%
209000;Powiat legnicki;2009;18.20;%
209000;Powiat legnicki;2010;20.00;%
209000;Powiat legnicki;2011;21.20;%
209000;Powiat legnicki;2012;21.60;%
209000;Powiat legnicki;2013;21.30;%
209000;Powiat legnicki;2014;17.40;%
209000;Powiat legnicki;2015;14.80;%
209000;Powiat legnicki;2016;13.00;%
209000;Powiat legnicki;2017;11.50;%
209000;Powiat legnicki;2018;10.10;%
209000;Powiat legnicki;2019;8.10;%
209000;Powiat legnicki;2020;8.70;%
209000;Powiat legnicki;2021;8.40;%
209000;Powiat legnicki;2022;8.10;%
209000;Powiat legnicki;2023;7.30;%
209000;Powiat legnicki;2024;7.00;%
210000;Powiat lubański;2004;31.00;%
210000;Powiat lubański;2005;29.00;%
210000;Powiat lubański;2006;25.80;%
210000;Powiat lubański;2007;22.40;%
210000;Powiat lubański;2008;22.20;%
210000;Powiat lubański;2009;25.40;%
210000;Powiat lubański;2010;24.70;%
210000;Powiat lubański;2011;22.90;%
210000;Powiat lubański;2012;23.10;%
210000;Powiat lubański;2013;21.60;%
210000;Powiat lubański;2014;17.80;%
210000;Powiat lubański;2015;14.20;%
210000;Powiat lubański;2016;11.30;%
210000;Powiat lubański;2017;9.30;%
210000;Powiat lubański;2018;7.30;%
210000;Powiat lubański;2019;6.90;%
210000;Powiat lubański;2020;8.90;%
210000;Powiat lubański;2021;8.00;%
210000;Powiat lubański;2022;7.10;%
210000;Powiat lubański;2023;6.70;%
210000;Powiat lubański;2024;7.10;%
211000;Powiat lubiński;2004;17.60;%
211000;Powiat lubiński;2005;14.20;%
211000;Powiat lubiński;2006;10.50;%
211000;Powiat lubiński;2007;7.30;%
211000;Powiat lubiński;2008;6.40;%
211000;Powiat lubiński;2009;8.20;%
211000;Powiat lubiński;2010;9.70;%
211000;Powiat lubiński;2011;9.70;%
211000;Powiat lubiński;2012;10.60;%
211000;Powiat lubiński;2013;10.90;%
211000;Powiat lubiński;2014;8.90;%
211000;Powiat lubiński;2015;7.00;%
211000;Powiat lubiński;2016;5.90;%
211000;Powiat lubiński;2017;5.00;%
211000;Powiat lubiński;2018;4.80;%
211000;Powiat lubiński;2019;4.10;%
211000;Powiat lubiński;2020;5.00;%
211000;Powiat lubiński;2021;4.00;%
211000;Powiat lubiński;2022;3.90;%
211000;Powiat lubiński;2023;3.80;%
211000;Powiat lubiński;2024;4.00;%
212000;Powiat lwówecki;2004;33.70;%
212000;Powiat lwówecki;2005;32.50;%
212000;Powiat lwówecki;2006;29.30;%
212000;Powiat lwówecki;2007;24.10;%
212000;Powiat lwówecki;2008;19.70;%
212000;Powiat lwówecki;2009;24.80;%
212000;Powiat lwówecki;2010;24.70;%
212000;Powiat lwówecki;2011;24.60;%
212000;Powiat lwówecki;2012;25.60;%
212000;Powiat lwówecki;2013;26.20;%
212000;Powiat lwówecki;2014;22.40;%
212000;Powiat lwówecki;2015;19.40;%
212000;Powiat lwówecki;2016;16.90;%
212000;Powiat lwówecki;2017;13.00;%
212000;Powiat lwówecki;2018;12.20;%
212000;Powiat lwówecki;2019;11.20;%
212000;Powiat lwówecki;2020;11.50;%
212000;Powiat lwówecki;2021;9.50;%
212000;Powiat lwówecki;2022;8.70;%
212000;Powiat lwówecki;2023;8.70;%
212000;Powiat lwówecki;2024;8.70;%
213000;Powiat milicki;2004;24.60;%
213000;Powiat milicki;2005;23.20;%
213000;Powiat milicki;2006;19.10;%
213000;Powiat milicki;2007;16.40;%
213000;Powiat milicki;2008;14.20;%
213000;Powiat milicki;2009;17.40;%
213000;Powiat milicki;2010;17.60;%
213000;Powiat milicki;2011;17.20;%
213000;Powiat milicki;2012;17.90;%
213000;Powiat milicki;2013;18.10;%
213000;Powiat milicki;2014;14.50;%
213000;Powiat milicki;2015;12.00;%
213000;Powiat milicki;2016;9.80;%
213000;Powiat milicki;2017;7.80;%
213000;Powiat milicki;2018;6.80;%
213000;Powiat milicki;2019;6.40;%
213000;Powiat milicki;2020;6.90;%
213000;Powiat milicki;2021;5.80;%
213000;Powiat milicki;2022;6.30;%
213000;Powiat milicki;2023;6.40;%
213000;Powiat milicki;2024;6.10;%
214000;Powiat oleśnicki;2004;24.00;%
214000;Powiat oleśnicki;2005;21.20;%
214000;Powiat oleśnicki;2006;16.20;%
214000;Powiat oleśnicki;2007;11.20;%
214000;Powiat oleśnicki;2008;11.40;%
214000;Powiat oleśnicki;2009;14.80;%
214000;Powiat oleśnicki;2010;16.10;%
214000;Powiat oleśnicki;2011;14.90;%
214000;Powiat oleśnicki;2012;16.00;%
214000;Powiat oleśnicki;2013;16.00;%
214000;Powiat oleśnicki;2014;12.00;%
214000;Powiat oleśnicki;2015;9.80;%
214000;Powiat oleśnicki;2016;8.00;%
214000;Powiat oleśnicki;2017;6.10;%
214000;Powiat oleśnicki;2018;5.40;%
214000;Powiat oleśnicki;2019;5.20;%
214000;Powiat oleśnicki;2020;6.70;%
214000;Powiat oleśnicki;2021;6.00;%
214000;Powiat oleśnicki;2022;6.00;%
214000;Powiat oleśnicki;2023;5.80;%
214000;Powiat oleśnicki;2024;5.90;%
215000;Powiat oławski;2004;23.80;%
215000;Powiat oławski;2005;19.10;%
215000;Powiat oławski;2006;12.60;%
215000;Powiat oławski;2007;7.90;%
215000;Powiat oławski;2008;7.70;%
215000;Powiat oławski;2009;11.80;%
215000;Powiat oławski;2010;11.40;%
215000;Powiat oławski;2011;10.60;%
215000;Powiat oławski;2012;11.90;%
215000;Powiat oławski;2013;12.70;%
215000;Powiat oławski;2014;8.70;%
215000;Powiat oławski;2015;7.80;%
215000;Powiat oławski;2016;7.00;%
215000;Powiat oławski;2017;5.60;%
215000;Powiat oławski;2018;5.40;%
215000;Powiat oławski;2019;4.40;%
215000;Powiat oławski;2020;4.90;%
215000;Powiat oławski;2021;4.00;%
215000;Powiat oławski;2022;4.20;%
215000;Powiat oławski;2023;3.90;%
215000;Powiat oławski;2024;4.30;%
216000;Powiat polkowicki;2004;15.60;%
216000;Powiat polkowicki;2005;14.30;%
216000;Powiat polkowicki;2006;11.40;%
216000;Powiat polkowicki;2007;8.30;%
216000;Powiat polkowicki;2008;7.40;%
216000;Powiat polkowicki;2009;8.70;%
216000;Powiat polkowicki;2010;9.60;%
216000;Powiat polkowicki;2011;9.00;%
216000;Powiat polkowicki;2012;9.10;%
216000;Powiat polkowicki;2013;8.80;%
216000;Powiat polkowicki;2014;7.80;%
216000;Powiat polkowicki;2015;6.30;%
216000;Powiat polkowicki;2016;5.80;%
216000;Powiat polkowicki;2017;4.70;%
216000;Powiat polkowicki;2018;4.50;%
216000;Powiat polkowicki;2019;4.40;%
216000;Powiat polkowicki;2020;4.80;%
216000;Powiat polkowicki;2021;4.90;%
216000;Powiat polkowicki;2022;4.40;%
216000;Powiat polkowicki;2023;4.30;%
216000;Powiat polkowicki;2024;4.20;%
217000;Powiat strzeliński;2004;31.40;%
217000;Powiat strzeliński;2005;29.30;%
217000;Powiat strzeliński;2006;24.90;%
217000;Powiat strzeliński;2007;18.70;%
217000;Powiat strzeliński;2008;13.20;%
217000;Powiat strzeliński;2009;17.20;%
217000;Powiat strzeliński;2010;17.30;%
217000;Powiat strzeliński;2011;15.60;%
217000;Powiat strzeliński;2012;18.80;%
217000;Powiat strzeliński;2013;18.00;%
217000;Powiat strzeliński;2014;15.10;%
217000;Powiat strzeliński;2015;13.30;%
217000;Powiat strzeliński;2016;12.30;%
217000;Powiat strzeliński;2017;11.00;%
217000;Powiat strzeliński;2018;10.50;%
217000;Powiat strzeliński;2019;9.70;%
217000;Powiat strzeliński;2020;11.20;%
217000;Powiat strzeliński;2021;11.80;%
217000;Powiat strzeliński;2022;10.40;%
217000;Powiat strzeliński;2023;10.40;%
217000;Powiat strzeliński;2024;10.50;%
218000;Powiat średzki;2004;22.50;%
218000;Powiat średzki;2005;20.50;%
218000;Powiat średzki;2006;15.80;%
218000;Powiat średzki;2007;10.00;%
218000;Powiat średzki;2008;8.80;%
218000;Powiat średzki;2009;12.90;%
218000;Powiat średzki;2010;13.50;%
218000;Powiat średzki;2011;13.20;%
218000;Powiat średzki;2012;14.00;%
218000;Powiat średzki;2013;13.10;%
218000;Powiat średzki;2014;10.50;%
218000;Powiat średzki;2015;8.20;%
218000;Powiat średzki;2016;7.30;%
218000;Powiat średzki;2017;6.00;%
218000;Powiat średzki;2018;5.50;%
218000;Powiat średzki;2019;4.80;%
218000;Powiat średzki;2020;5.80;%
218000;Powiat średzki;2021;5.80;%
218000;Powiat średzki;2022;4.70;%
218000;Powiat średzki;2023;4.60;%
218000;Powiat średzki;2024;5.20;%
219000;Powiat świdnicki;2004;26.20;%
219000;Powiat świdnicki;2005;23.90;%
219000;Powiat świdnicki;2006;20.00;%
219000;Powiat świdnicki;2007;12.10;%
219000;Powiat świdnicki;2008;11.90;%
219000;Powiat świdnicki;2009;14.60;%
219000;Powiat świdnicki;2010;13.80;%
219000;Powiat świdnicki;2011;12.90;%
219000;Powiat świdnicki;2012;15.30;%
219000;Powiat świdnicki;2013;13.80;%
219000;Powiat świdnicki;2014;11.20;%
219000;Powiat świdnicki;2015;9.90;%
219000;Powiat świdnicki;2016;8.60;%
219000;Powiat świdnicki;2017;6.90;%
219000;Powiat świdnicki;2018;6.20;%
219000;Powiat świdnicki;2019;5.60;%
219000;Powiat świdnicki;2020;6.90;%
219000;Powiat świdnicki;2021;5.70;%
219000;Powiat świdnicki;2022;5.60;%
219000;Powiat świdnicki;2023;5.90;%
219000;Powiat świdnicki;2024;6.30;%
220000;Powiat trzebnicki;2004;26.80;%
220000;Powiat trzebnicki;2005;25.10;%
220000;Powiat trzebnicki;2006;20.50;%
220000;Powiat trzebnicki;2007;13.90;%
220000;Powiat trzebnicki;2008;10.10;%
220000;Powiat trzebnicki;2009;14.10;%
220000;Powiat trzebnicki;2010;13.60;%
220000;Powiat trzebnicki;2011;12.60;%
220000;Powiat trzebnicki;2012;14.50;%
220000;Powiat trzebnicki;2013;14.40;%
220000;Powiat trzebnicki;2014;10.90;%
220000;Powiat trzebnicki;2015;9.00;%
220000;Powiat trzebnicki;2016;7.90;%
220000;Powiat trzebnicki;2017;6.70;%
220000;Powiat trzebnicki;2018;5.80;%
220000;Powiat trzebnicki;2019;5.10;%
220000;Powiat trzebnicki;2020;5.50;%
220000;Powiat trzebnicki;2021;5.10;%
220000;Powiat trzebnicki;2022;4.80;%
220000;Powiat trzebnicki;2023;5.00;%
220000;Powiat trzebnicki;2024;5.20;%
221000;Powiat wałbrzyski;2004;29.10;%
221000;Powiat wałbrzyski;2005;27.10;%
221000;Powiat wałbrzyski;2006;23.80;%
221000;Powiat wałbrzyski;2007;16.20;%
221000;Powiat wałbrzyski;2008;15.10;%
221000;Powiat wałbrzyski;2009;19.80;%
221000;Powiat wałbrzyski;2010;19.10;%
221000;Powiat wałbrzyski;2011;19.10;%
221000;Powiat wałbrzyski;2012;20.90;%
221000;Powiat wałbrzyski;2013;29.80;%
221000;Powiat wałbrzyski;2014;24.90;%
221000;Powiat wałbrzyski;2015;22.40;%
221000;Powiat wałbrzyski;2016;19.30;%
221000;Powiat wałbrzyski;2017;14.30;%
221000;Powiat wałbrzyski;2018;13.60;%
221000;Powiat wałbrzyski;2019;12.80;%
221000;Powiat wałbrzyski;2020;14.90;%
221000;Powiat wałbrzyski;2021;13.90;%
221000;Powiat wałbrzyski;2022;11.70;%
221000;Powiat wałbrzyski;2023;11.70;%
221000;Powiat wałbrzyski;2024;11.70;%
222000;Powiat wołowski;2004;23.20;%
222000;Powiat wołowski;2005;22.10;%
222000;Powiat wołowski;2006;18.30;%
222000;Powiat wołowski;2007;16.00;%
222000;Powiat wołowski;2008;15.80;%
222000;Powiat wołowski;2009;21.00;%
222000;Powiat wołowski;2010;21.00;%
222000;Powiat wołowski;2011;20.20;%
222000;Powiat wołowski;2012;22.30;%
222000;Powiat wołowski;2013;21.80;%
222000;Powiat wołowski;2014;18.30;%
222000;Powiat wołowski;2015;15.00;%
222000;Powiat wołowski;2016;14.40;%
222000;Powiat wołowski;2017;12.10;%
222000;Powiat wołowski;2018;11.30;%
222000;Powiat wołowski;2019;10.60;%
222000;Powiat wołowski;2020;11.70;%
222000;Powiat wołowski;2021;12.20;%
222000;Powiat wołowski;2022;11.20;%
222000;Powiat wołowski;2023;11.20;%
222000;Powiat wołowski;2024;10.50;%
223000;Powiat wrocławski;2004;19.20;%
223000;Powiat wrocławski;2005;17.30;%
223000;Powiat wrocławski;2006;10.80;%
223000;Powiat wrocławski;2007;4.60;%
223000;Powiat wrocławski;2008;3.40;%
223000;Powiat wrocławski;2009;5.00;%
223000;Powiat wrocławski;2010;5.00;%
223000;Powiat wrocławski;2011;4.50;%
223000;Powiat wrocławski;2012;5.70;%
223000;Powiat wrocławski;2013;5.30;%
223000;Powiat wrocławski;2014;3.90;%
223000;Powiat wrocławski;2015;3.40;%
223000;Powiat wrocławski;2016;2.70;%
223000;Powiat wrocławski;2017;2.00;%
223000;Powiat wrocławski;2018;1.80;%
223000;Powiat wrocławski;2019;1.60;%
223000;Powiat wrocławski;2020;2.00;%
223000;Powiat wrocławski;2021;1.80;%
223000;Powiat wrocławski;2022;1.40;%
223000;Powiat wrocławski;2023;1.40;%
223000;Powiat wrocławski;2024;1.50;%
224000;Powiat ząbkowicki;2004;29.90;%
224000;Powiat ząbkowicki;2005;30.00;%
224000;Powiat ząbkowicki;2006;26.10;%
224000;Powiat ząbkowicki;2007;17.80;%
224000;Powiat ząbkowicki;2008;17.30;%
224000;Powiat ząbkowicki;2009;19.40;%
224000;Powiat ząbkowicki;2010;22.70;%
224000;Powiat ząbkowicki;2011;22.00;%
224000;Powiat ząbkowicki;2012;22.80;%
224000;Powiat ząbkowicki;2013;22.40;%
224000;Powiat ząbkowicki;2014;19.00;%
224000;Powiat ząbkowicki;2015;14.90;%
224000;Powiat ząbkowicki;2016;13.80;%
224000;Powiat ząbkowicki;2017;11.80;%
224000;Powiat ząbkowicki;2018;10.90;%
224000;Powiat ząbkowicki;2019;9.40;%
224000;Powiat ząbkowicki;2020;10.20;%
224000;Powiat ząbkowicki;2021;9.70;%
224000;Powiat ząbkowicki;2022;9.50;%
224000;Powiat ząbkowicki;2023;10.10;%
224000;Powiat ząbkowicki;2024;10.40;%
225000;Powiat zgorzelecki;2004;24.50;%
225000;Powiat zgorzelecki;2005;22.00;%
225000;Powiat zgorzelecki;2006;17.20;%
225000;Powiat zgorzelecki;2007;12.00;%
225000;Powiat zgorzelecki;2008;10.70;%
225000;Powiat zgorzelecki;2009;13.90;%
225000;Powiat zgorzelecki;2010;13.20;%
225000;Powiat zgorzelecki;2011;12.60;%
225000;Powiat zgorzelecki;2012;14.40;%
225000;Powiat zgorzelecki;2013;14.70;%
225000;Powiat zgorzelecki;2014;12.10;%
225000;Powiat zgorzelecki;2015;9.00;%
225000;Powiat zgorzelecki;2016;7.70;%
225000;Powiat zgorzelecki;2017;5.40;%
225000;Powiat zgorzelecki;2018;5.10;%
225000;Powiat zgorzelecki;2019;4.90;%
225000;Powiat zgorzelecki;2020;6.00;%
225000;Powiat zgorzelecki;2021;5.60;%
225000;Powiat zgorzelecki;2022;5.10;%
225000;Powiat zgorzelecki;2023;5.00;%
225000;Powiat zgorzelecki;2024;5.40;%
226000;Powiat złotoryjski;2004;34.90;%
226000;Powiat złotoryjski;2005;33.40;%
226000;Powiat złotoryjski;2006;29.60;%
226000;Powiat złotoryjski;2007;24.90;%
226000;Powiat złotoryjski;2008;23.00;%
226000;Powiat złotoryjski;2009;26.40;%
226000;Powiat złotoryjski;2010;26.60;%
226000;Powiat złotoryjski;2011;26.60;%
226000;Powiat złotoryjski;2012;27.50;%
226000;Powiat złotoryjski;2013;28.60;%
226000;Powiat złotoryjski;2014;24.50;%
226000;Powiat złotoryjski;2015;21.20;%
226000;Powiat złotoryjski;2016;18.90;%
226000;Powiat złotoryjski;2017;16.00;%
226000;Powiat złotoryjski;2018;14.80;%
226000;Powiat złotoryjski;2019;13.10;%
226000;Powiat złotoryjski;2020;14.20;%
226000;Powiat złotoryjski;2021;13.80;%
226000;Powiat złotoryjski;2022;13.70;%
226000;Powiat złotoryjski;2023;13.30;%
226000;Powiat złotoryjski;2024;13.90;%
261000;Powiat m. Jelenia Góra;2004;15.10;%
261000;Powiat m. Jelenia Góra;2005;12.60;%
261000;Powiat m. Jelenia Góra;2006;11.00;%
261000;Powiat m. Jelenia Góra;2007;7.70;%
261000;Powiat m. Jelenia Góra;2008;6.50;%
261000;Powiat m. Jelenia Góra;2009;9.60;%
261000;Powiat m. Jelenia Góra;2010;10.90;%
261000;Powiat m. Jelenia Góra;2011;9.90;%
261000;Powiat m. Jelenia Góra;2012;10.10;%
261000;Powiat m. Jelenia Góra;2013;9.30;%
261000;Powiat m. Jelenia Góra;2014;7.50;%
261000;Powiat m. Jelenia Góra;2015;5.70;%
261000;Powiat m. Jelenia Góra;2016;4.60;%
261000;Powiat m. Jelenia Góra;2017;3.60;%
261000;Powiat m. Jelenia Góra;2018;3.60;%
261000;Powiat m. Jelenia Góra;2019;3.20;%
261000;Powiat m. Jelenia Góra;2020;4.60;%
261000;Powiat m. Jelenia Góra;2021;3.80;%
261000;Powiat m. Jelenia Góra;2022;3.60;%
261000;Powiat m. Jelenia Góra;2023;3.90;%
261000;Powiat m. Jelenia Góra;2024;4.10;%
262000;Powiat m. Legnica;2004;20.30;%
262000;Powiat m. Legnica;2005;18.20;%
262000;Powiat m. Legnica;2006;13.50;%
262000;Powiat m. Legnica;2007;7.80;%
262000;Powiat m. Legnica;2008;6.30;%
262000;Powiat m. Legnica;2009;8.80;%
262000;Powiat m. Legnica;2010;9.20;%
262000;Powiat m. Legnica;2011;10.10;%
262000;Powiat m. Legnica;2012;10.50;%
262000;Powiat m. Legnica;2013;10.30;%
262000;Powiat m. Legnica;2014;8.50;%
262000;Powiat m. Legnica;2015;7.10;%
262000;Powiat m. Legnica;2016;6.70;%
262000;Powiat m. Legnica;2017;5.50;%
262000;Powiat m. Legnica;2018;5.00;%
262000;Powiat m. Legnica;2019;4.20;%
262000;Powiat m. Legnica;2020;5.70;%
262000;Powiat m. Legnica;2021;5.20;%
262000;Powiat m. Legnica;2022;5.10;%
